index,name,type,breakfast,main_dish,calories,carbs,fats,proteins,saturated_fats,sugar,value_ser1,value_ser2,avg_val
3995,"No-bake Strawberry, Mascarpone, and Coconut Cheesecake",Desserts,0,1,408.59195997236986,31.31118657483,29.62963715862,5.646078331799999,16.99960541205,12.33,0,0,0
3996,Cottage Cheese with Blueberries and Honey,Desserts,1,1,262.38198,31.99914,5.2098,23.8554,2.79684,10.58,0,0,0
3997,Low Carb Pancakes ,Desserts,1,1,182.237784,1.9675080000000005,10.546266,19.019244,2.38005,0.2,0,0,0
3998,Chocolate Chia Pudding,Desserts,0,1,227.6037225,47.198497499999995,5.4105975000000015,4.2723450000000005,0.841995,20.56,0,0,0
3999,2 Ingredient Banana-Oat Cookies,Desserts,1,1,39.702766661641,9.387833332144998,0.23699999997,0.966433333211,0.05529999999299999,9.13,0,0,0
4000,Chocolate Milkshake,Desserts,0,1,324.0788,50.70680000000001,9.047,10.2678,5.2102,16.84,0,0,0
4001,Coconut and Chocolate Rice Crispies,Desserts,0,1,86.041288737093,16.152323747577,2.346519999648,0.7021783332279999,1.5621245830989998,35.32,0,0,0
4002,Jamie Oliver's Oatmeal Cookies,Desserts,0,1,85.9180725,13.359725,3.333295625,1.705355625,1.917695625,23.74,0,0,0
4003,Vegan Chocolate Ice Cream,Desserts,0,1,111.17676999999999,28.521409999999996,0.76041,1.82257,0.35003,12.0,0,0,0
4004,Berry granola parfait,Desserts,1,1,430.30998327813006,53.47369999314,15.356149998029995,21.17641666395,2.5983333330000002,11.57,0,0,0
4005,Scrambled Eggs with Smoked Salmon,Breakfast foods,1,1,269.340015,2.009245,21.21994,17.43273,10.1185,0.65,0,0,0
4006,Ham and Cheese Dunker with Boiled Eggs,Breakfast foods,1,1,136.868856674077,9.204216667164998,6.920093333708,8.951793333817998,3.0044533334959995,1.67,0,0,0
4007,High Protein Omelet,Breakfast foods,1,1,302.1855,23.142,10.089,27.3885,3.1635000000000004,6.58,0,0,0
4008,Fluffy Vegan Pancakes,Breakfast foods,1,1,223.46892675,39.88515650000001,4.2674495000000014,6.4607755,0.6913745,7.92,0,0,0
4009,Green Egg Muffin,Breakfast foods,1,1,107.70164628201005,2.983300834220002,5.5628466683200015,11.159339586650002,1.7608204171900004,1.07,0,0,0
4010,"Goat Cheese, Tomato, and Parsley Scramble",Breakfast foods,1,1,361.10535,15.76845,22.4367,23.71805,8.5249,1.71,0,0,0
4011,Sausage Egg Muffins,Breakfast foods,1,1,539.7519149999998,5.60193,41.47812,34.922670000000004,17.461335000000002,1.24,0,0,0
4012,Scrambled Eggs and Fried Salami,Breakfast foods,1,1,517.1460000000002,1.8032,41.7284,32.3008,14.504000000000001,0.72,0,0,0
4013,Oregano Eggs,Breakfast foods,1,1,241.4243125,1.6541875,18.8055,15.5095625,5.198874999999999,0.34,0,0,0
4014,Omega Waffles,Breakfast foods,1,1,398.46927375,20.15674875,29.281297499999997,17.605552499999995,3.49353,2.45,0,0,0
4015,Vegan Pancakes,Breakfast foods,1,1,156.68978625,27.786865,3.9484,4.5776762500000014,1.81379625,2.93,0,0,0
4016,Eggs on Toast with Goat Cheese & Peas,Breakfast foods,1,1,343.74405955,22.8570815,19.66464615,19.0412712,10.82405595,2.92,0,0,0
4017,Overnight Banana and Zucchini Oats,Breakfast foods,1,1,273.04391499999997,51.70081500000001,6.0366300000000015,8.860215,0.58419,3.28,0,0,0
4018,"Keto Breakfast ""Potatoes""",Breakfast foods,1,1,214.48193999999998,4.4115,19.5663,5.32494,5.6571000000000025,2.59,0,0,0
4019,Carrot Cake Oatmeal,Breakfast foods,1,1,175.825575,40.768275,1.872125,3.4579250000000004,0.8369500000000001,9.32,0,0,0
4020,Cinnamon Porridge with Blueberries and Greek Yogurt,Breakfast foods,1,1,130.7560000194,24.016866670229998,2.78586666708,4.83033333405,0.13480000002,0.83,0,0,0
4021,High Protein Banana Oatcake,Breakfast foods,1,1,473.127085,71.651855,5.984765,34.420665,1.1572749999999998,2.85,0,0,0
4022,Super Pancakes,Breakfast foods,1,1,73.31036624465399,10.10853214212,2.437018214108,2.629001964094,1.265525535622,5.79,0,0,0
4023,Fruity Kale Morning Smoothie,Breakfast foods,1,1,546.91584,123.91062,6.03216,9.173910000000001,0.25134,6.59,0,0,0
4024,Yam Muffins,Breakfast foods,1,1,624.120625,120.48716999999999,18.477615,19.60741,1.6764700000000001,20.39,0,0,0
4025,Quinoa and Egg Enchilada Skillet,Breakfast foods,1,1,350.26034699084005,35.9017694492,15.937701391,17.380482780079998,4.7980869450800006,0.58,0,0,0
4026,Quinoa and Berries,Breakfast foods,1,1,489.96054749999996,74.39614499999998,16.271752499999998,14.00217,1.461765,3.34,0,0,0
4027,Sausage and Sweet Potato Casserole,Breakfast foods,1,1,381.7723294673201,11.272125246580002,25.849425073120003,25.035464169100003,7.96695066662,1.13,0,0,0
4028,High Protein Pancakes,Breakfast foods,1,1,435.80893500000013,65.910555,6.905475000000001,33.704595000000005,0.7346250000000001,1.23,0,0,0
4029,Coffee and Banana Protein Smoothie,Breakfast foods,1,1,532.08912,78.16896,4.210319999999999,51.71544,0.3972,5.81,0,0,0
4030,Bacon Cheddar Steel-Cut Oatmeal,Breakfast foods,1,1,396.31124625,30.505601249999994,23.770173749999994,15.399933749999995,11.9668275,1.0,0,0,0
4031,Cinnamon Oatmeal Pancakes,Breakfast foods,1,1,234.9665,39.52457500000001,3.230275,15.4724,1.4814,4.35,0,0,0
4032,Peanut Butter Banana English Muffin,Breakfast foods,1,1,285.38265,44.76758,9.80447,10.06061,1.90682,10.02,0,0,0
4033,Egg White Spinach Feta Wrap,Breakfast foods,1,1,194.2579275,19.8326765,5.4173665,18.181891,3.0458155,1.51,0,0,0
4034,"Ham, Egg, and Spinach Roll-Ups",Breakfast foods,1,1,234.715675,4.9967,15.5285375,18.393025,4.4582625,0.96,0,0,0
4035,Banana Nut Oatmeal,Breakfast foods,1,1,292.92781,59.1446,6.0765,7.81843,0.60765,3.59,0,0,0
4036,Swiss Bircher Muesli,Breakfast foods,1,1,309.90460336743,64.04715334037999,4.877763333869999,8.483066667599998,0.5453400000599998,5.81,0,0,0
4037,Tropical Fruit Salad,Breakfast foods,1,1,153.028575,36.6975,1.57275,2.2280625,0.8388,8.01,0,0,0
4038,Caprese Eggs and Portabella Mushrooms,Breakfast foods,1,1,209.97494,9.33365,11.13601,19.085704999999997,5.2139700000000015,1.89,0,0,0
4039,Cheesy Veggie Bake,Breakfast foods,0,1,193.81923335524,9.23089166771,10.73496666788,16.69228333522,5.1905333339199995,1.92,0,0,0
4040,"Savory ""Manicotti"" Pancakes",Breakfast foods,1,1,208.14769504746002,12.952581669619999,11.70995250267,13.435014169729998,4.912040001119999,1.69,0,0,0
4041,Simple Vegetable Egg Bake,Breakfast foods,1,1,462.07918905,9.65952165,30.864288300000002,35.17451310000001,12.930674400000001,1.68,0,0,0
4042,Everything Bagel with Cream Cheese and Cucumber,Breakfast foods,1,1,351.85467,56.23824499999999,8.675155,13.864220000000001,3.746545,1.5,0,0,0
4043,Skinny Veggie Egg Muffins,Breakfast foods,1,1,113.0272,3.1064,7.215999999999997,8.606399999999999,2.9304,1.67,0,0,0
4044,Chai Chia Pudding (No Sugar),Breakfast foods,1,1,328.40272749999997,26.3663625,18.9182375,10.5763375,1.9365125,0.43,0,0,0
4045,Cauliflower and Feta Omelet,Breakfast foods,1,1,505.80565,13.8894,38.77457500000001,27.2414125,12.6079375,1.49,0,0,0
4046,Quick Banana Berry Breakfast,Breakfast foods,1,1,377.295975,77.05389375,8.5654125,7.1030250000000015,0.9749250000000002,11.7,0,0,0
4047,Peach and Blueberry Parfait ,Breakfast foods,1,1,420.0582000299399,49.99356667022999,11.224000000799998,32.12870000229,1.9642000001399995,6.88,0,0,0
4048,"Bacon, Egg, and Cheese in a Mug",Breakfast foods,1,1,284.0331599999999,1.0601999999999998,23.62572,16.438679999999998,12.4434,0.29,0,0,0
4049,Blueberry Peach Oatmeal,Breakfast foods,1,1,360.38110500000016,59.22918000000001,12.11985,11.013255,1.001205,4.23,0,0,0
4050,Overnight Raspberry Vanilla Muesli,Breakfast foods,1,1,233.55642670214002,40.99637333956,2.8969600004400005,12.553493335239999,0.41698666673,3.46,0,0,0
4051,Mixed Berry Morning Smoothie,Breakfast foods,1,1,436.8525,44.6979,12.5286,40.0821,2.4021,1.6,0,0,0
4052,Pesto Scrambled Eggs,Breakfast foods,1,1,276.40604,2.97225,22.77404,14.1347,6.7767300000000015,0.28,0,0,0
4053,"Paleo ""Cocoa Puffs""",Breakfast foods,1,1,198.424926,17.556461,13.061035,6.0515349999999986,3.299138,27.48,0,0,0
4054,Smoky Scrambled Eggs,Breakfast foods,1,1,223.428985,7.2964600000000015,15.7309,14.308425000000002,7.447075,1.44,0,0,0
4055,Ham and Veggie Omelet,Breakfast foods,1,1,320.8908320000001,13.522844,11.020396,40.761028,3.657424,1.76,0,0,0
4056,Cornflake Crunch French Toast,Breakfast foods,1,0,153.45110024999997,24.103230375,3.373225625,6.290846749999999,1.235389125,6.39,0,0,0
4057,Salmon & Potato Scramble,Breakfast foods,1,1,299.028084502,16.5012779505,14.7671535025,23.952593938000003,3.143100562,0.63,0,0,0
4058," Scrambled Eggs, Avocado, and Smoked Salmon on Toast",Breakfast foods,1,1,489.86833835139015,21.311729445229997,36.715256668020004,22.63806055639,10.550361111499999,0.98,0,0,0
4059,Banana Bread Oatmeal,Breakfast foods,1,1,211.289755625,40.57852000000001,3.4330912500000013,7.577543750000001,0.726825625,10.01,0,0,0
4060,Low Carb Blueberry Muffin,Breakfast foods,1,1,170.73040500000005,12.424211999999999,9.461673,11.265849,5.187005999999999,6.66,0,0,0
4061,Fried Egg Sandwich,Breakfast foods,1,1,504.74800000000016,30.04920000000001,32.1114,24.7464,7.24225,3.05,0,0,0
4062,Vanilla Blueberry Protein Muffins,Breakfast foods,1,1,656.5801,86.816175,19.308375,46.864525,1.81165,3.49,0,0,0
4063,Grab and Go Breakfast Muffins,Breakfast foods,1,1,649.6757750805301,55.90777500693001,33.533908337490004,29.634616670340005,16.61905000206,1.86,0,0,0
4064,S'mores Granola ,Breakfast foods,1,1,428.01304000000016,67.858,18.39936,6.25744,10.76404,21.38,0,0,0
4065,"Baked Sausage, Spinach, and Egg Taquitos ",Breakfast foods,1,1,239.30075708136002,13.608257139359994,13.94920475832,14.957223805679991,4.4026714274400005,0.91,0,0,0
4066,Belgian Waffles,Breakfast foods,1,1,245.384832,31.872288,10.884160000000001,5.316863999999999,6.443808,12.52,0,0,0
4067,Prosciutto-Wrapped Mini Frittata Muffins,Breakfast foods,1,1,212.91821662759997,6.231309582190001,13.879651664119999,16.55021291363,7.339501665319999,0.99,0,0,0
4068,Overnight Oats,Breakfast foods,1,1,851.4202100000001,106.61443,42.500780000000006,27.684410000000003,3.3529400000000003,4.37,0,0,0
4069,Creme Fraiche and Chive Scrambled Eggs,Breakfast foods,1,1,355.967665,1.913255,32.04337,13.787120000000002,17.40916,0.3,0,0,0
4070,Chocolate Avocado Toast,Breakfast foods,1,1,169.508125326364,23.486944665701,7.791147333012999,5.399483999778,1.5403933332700002,8.6,0,0,0
4071,Whole Grain Pancakes with Wild Blueberry-Maple Syrup,Breakfast foods,1,1,295.889298,50.9814195,5.984934,11.094024000000001,2.651861,27.35,0,0,0
4072,Egg white omelet,Breakfast foods,1,1,164.085075,7.70595,9.621674999999998,11.7096,7.813574999999997,1.85,0,0,0
4073,Breakfast Sausage Sauteed with Red and Green Bell Peppers,Breakfast foods,1,1,342.401491,5.063154,22.510509,28.919276,7.891222,1.25,0,0,0
4074,Low Carb Asiago Baked Eggs,Breakfast foods,1,1,396.6293925,1.2261449999999998,36.55623,16.296322500000002,20.2028775,0.27,0,0,0
4075,Baked Spinach and Eggs,Breakfast foods,1,1,144.9962865,2.253407,10.779183999999999,9.826713000000002,5.610286500000001,0.93,0,0,0
4076,Orange Breakfast Quinoa,Breakfast foods,1,1,246.41807750000004,50.06186500000001,2.8425425000000004,7.396130000000001,0.3587675000000001,6.45,0,0,0
4077,10-Minute Energizing Oatmeal,Breakfast foods,1,1,350.1942525,61.809307499999996,8.9928375,11.5371525,0.9212174999999999,5.37,0,0,0
4078,Chocolate Avocado Smoothie,Breakfast foods,1,1,562.68576,63.71232,29.11104000000001,19.7904,6.192479999999999,4.56,0,0,0
4079,Ham and Egg Mushroom Cups,Breakfast foods,1,1,188.48763,4.609800000000001,13.04928,14.148540000000002,2.80134,1.28,0,0,0
4080,Spinach Frittata with Sweet Potato Crust,Breakfast foods,1,1,303.7347,16.608225,17.768625,19.0499,6.768999999999999,2.07,0,0,0
4081,Scrambled Eggs with Chorizo and Tortillas,Breakfast foods,1,1,783.8672399999997,34.63785,53.64332999999999,39.09906,15.34221,1.3,0,0,0
4082,Quinoa Superfood Breakfast Bowl,Breakfast foods,1,1,395.729315,64.616065,12.578385,11.167725,1.0971800000000005,4.8,0,0,0
4083,Cucumber Apple Berry Smoothie,Breakfast foods,1,1,210.5595,46.868984999999995,1.7156700000000005,11.151855,0.31194000000000005,2.86,0,0,0
4084,Thin Green Spinach and Herb Omelet,Breakfast foods,1,1,246.66385,3.694245,20.578595000000004,12.9489,13.989889999999999,0.48,0,0,0
4085,Green Eggs,Breakfast foods,1,1,222.2535,4.9593,15.555,16.250400000000006,7.448100000000001,0.78,0,0,0
4086,Scrambled Eggs with Smoked Salmon and Lemon Cream,Breakfast foods,1,1,274.00684461317996,2.47606833285,19.8085466628,20.42329466268,8.708929998299999,0.45,0,0,0
4087,Loaded Paleo Breakfast Hash,Breakfast foods,1,1,134.34519999999998,20.0386472,5.9253304,2.7858952,4.7798608,4.88,0,0,0
4088,Turkey Egg White Omelet,Breakfast foods,1,1,166.02157499999996,10.255674999999998,6.293824999999999,17.076075,3.986925,1.96,0,0,0
4089,Skillet-Baked Eggs,Breakfast foods,1,1,326.5378740000001,7.920236999999997,25.72167,16.910088000000002,6.061146,0.44,0,0,0
4090,Quick ham grits,Breakfast foods,1,1,413.79055375000013,27.3003575,26.903055000000005,15.466418750000004,11.4082575,1.2,0,0,0
4091,Kimchi Tofu Scramble Tacos,Breakfast foods,1,1,280.3513200328799,33.02597667053999,11.681305001370001,16.655096668619993,1.93267333356,1.28,0,0,0
4092,Overnight Chia Pudding,Breakfast foods,1,1,449.15376,20.163857999999998,39.169878,10.289466,22.916454,2.99,0,0,0
4093,Cinnamon Blueberry Oatmeal,Breakfast foods,1,1,309.92047625,62.1162575,7.26892375,5.2864900000000015,0.73855375,8.7,0,0,0
4094,Protein Breakfast Muffin,Breakfast foods,1,1,429.833088,31.204602,26.161434,21.21525,8.680067999999999,2.48,0,0,0
4095,Date and Pistachio Porridge,Breakfast foods,1,1,1781.5125100000002,347.77478750000006,37.23014000000001,51.568775,7.4208725000000015,15.71,0,0,0
4096,Simple California Omelet,Breakfast foods,1,1,326.404675,35.477283,12.9536515,17.704463,5.07550725,2.61,0,0,0
4097,Grapefruit & Ginger Chia Pudding,Breakfast foods,1,1,449.97951500000005,40.325573,28.960328000000004,10.4812815,15.027379500000002,4.07,0,0,0
4098,"Oatmeal with Blueberries, Sunflower Seeds, and Agave",Breakfast foods,1,1,286.881875,57.52875,5.83625,7.4175,0.589375,5.97,0,0,0
4099,Vegan Pancakes,Breakfast foods,1,1,266.56938411381003,49.70963415681,5.19454749897,5.3794666656,0.42027083325000003,5.07,0,0,0
4100,Zucchini Bread Overnight Oats,Breakfast foods,1,1,332.98974,54.79577999999999,10.045893,9.390217,0.749344,6.93,0,0,0
4101,Acai Berry Smoothie ,Breakfast foods,1,1,552.9608000000002,68.89399999999999,11.0124,7.235200000000002,0.3724000000000001,6.05,0,0,0
4102,"Spinach, Date, and Almond Green Smoothie",Breakfast foods,1,1,257.59156499999995,41.94036,9.4542525,7.7165550000000005,0.8835749999999999,8.15,0,0,0
4103,Apricot Smoothie,Breakfast foods,1,1,207.144,52.12165,0.959,3.11675,0.1918,7.3,0,0,0
4104,Mini Vegetable Frittatas,Breakfast foods,1,1,74.72114590996901,2.3749240909369997,4.618337727327,5.9489140909790015,1.9262413636590003,1.63,0,0,0
4105,Dried Fruit and Almond Granola,Breakfast foods,1,1,219.87,31.72628125,10.213703125,4.1389218749999985,2.077640625,13.88,0,0,0
4106,Breakfast Quinoa,Breakfast foods,1,1,269.04045,49.76027,3.83845,9.21228,0.6281100000000001,1.71,0,0,0
4107,Nectarine and Stawberry Porridge,Breakfast foods,1,1,213.53541300000003,49.96894500000001,1.571076,5.586048000000001,0.17456400000000002,5.65,0,0,0
4108,Blueberry Oatmeal Smoothie,Breakfast foods,1,1,406.98456,90.592,7.417220000000001,4.869320000000001,4.303120000000002,10.81,0,0,0
4109,"Spinach, Goat Cheese, and Chorizo Omelet",Breakfast foods,1,1,716.4096325,8.39184,59.354785,38.899675,28.6284125,0.32,0,0,0
4110,Peach Avocado Smoothie,Breakfast foods,1,1,552.2026399999999,63.028240000000004,31.2148,16.419839999999994,2.65112,3.76,0,0,0
4111,"Strawberry, Spinach, and Ginger Thick Green Smoothie",Breakfast foods,1,1,132.1877,25.2135,2.3274,6.896,0.0431,1.84,0,0,0
4112,Overnight Banana Nut Porridge,Breakfast foods,1,1,598.7251507136901,22.80269916211,55.29696248895,13.244581664020002,18.465682496310002,3.47,0,0,0
4113,Tropical Coconut Oatmeal,Breakfast foods,1,1,589.62681,68.852295,34.317135,10.02915,27.38394000000001,6.18,0,0,0
4114,Hot and spicy Indian scrambled egg chutney,Breakfast foods,1,1,245.6043075,10.263285,16.737382500000002,14.377259999999998,4.15728,2.13,0,0,0
4115,Quinoa Breakfast Pudding,Breakfast foods,1,1,171.461964375,30.20958281250001,3.8539800000000004,5.86126125,0.3813834375,7.78,0,0,0
4116,Peanut Butter Yogurt Oatmeal ,Breakfast foods,1,1,328.14684,38.63545,9.76297,26.18882,1.57318,1.69,0,0,0
4117,Fried Corn with Bacon,Breakfast foods,1,1,142.00363337041,20.056433338570002,6.179066668280001,4.99176666797,1.92776666717,5.54,0,0,0
4118,English Muffin Egg Sandwich,Breakfast foods,1,1,310.81752875000006,30.58675375,16.6719575,12.334668750000002,3.2569974999999998,0.89,0,0,0
4119,Buttermilk French Toast,Breakfast foods,1,1,771.078465,108.665955,23.227315,32.933859999999996,12.1003,22.99,0,0,0
4120,"Sausage, Egg, and Cheese Scramble",Breakfast foods,1,1,322.60304999999994,8.8536,21.79485,22.11615,8.514449999999998,1.9,0,0,0
4121,Spinach Feta Quiche with Sweet Potato Crust,Breakfast foods,1,1,202.22117625,18.564567,8.87591625,12.68293575,3.4648155,2.68,0,0,0
4122,Raspberry Peanut Butter Protein Smoothie,Breakfast foods,1,1,292.169625,21.437075,10.812725,29.3865,1.2056,1.44,0,0,0
4123,"Sausage, Egg, and Cheese Muffin",Breakfast foods,1,1,305.69259506468995,27.848946672559997,13.845715002929998,18.57121500393,4.2214466675599995,3.52,0,0,0
4124,Paleo Tomato and Egg Scramble,Breakfast foods,1,1,315.5573550000001,4.76499,23.030785,21.96277000000001,11.17308,1.12,0,0,0
4125,Banana oatmeal smoothie,Breakfast foods,1,1,393.5795,43.3985,11.1325,31.974,1.3505,3.03,0,0,0
4126,Strawberry Oatmeal,Breakfast foods,1,1,313.82736,54.978,6.3386400000000025,14.057120000000001,3.2771199999999996,5.44,0,0,0
4127,Eggs and Oatmeal,Breakfast foods,1,1,486.67456,58.69311999999999,16.58016,25.08032,4.13696,7.57,0,0,0
4128,Vanilla Chia Seed Pudding,Breakfast foods,1,1,271.37377999999995,29.08534,14.067260000000001,7.0702000000000025,1.219,3.37,0,0,0
4129,Overnight Apple Cinnamon Oatmeal,Breakfast foods,1,1,223.568464,37.728208,4.095264,12.497616,0.9414399999999999,7.69,0,0,0
4130,Red Eye Protein Parfait,Breakfast foods,1,1,536.39700338211,52.71228667146,12.57323666781,56.19467000511,2.3826833335499997,7.73,0,0,0
4131,Vegan French Toast,Breakfast foods,1,1,170.79348000000005,24.9898,5.87708,4.981680000000001,0.4558400000000001,2.71,0,0,0
4132,Low Carb Maple Pecan Pancakes,Breakfast foods,1,1,201.24100532517798,11.005495999554,14.583515999409,8.044375999674,5.905789333094,7.2,0,0,0
4133,Oat Pancakes,Breakfast foods,1,1,103.535684579874,15.722898332808,2.6238085415790002,4.7088883331760005,0.6684227083109999,0.06,0,0,0
4134,Warm Blueberry Yogurt,Breakfast foods,1,1,147.7069,16.414749999999998,1.1891,18.68955,0.2585,4.79,0,0,0
4135,Cherry Fridge Oats,Breakfast foods,1,1,289.49963463124,43.28330066137,8.09008199901,15.063351331489999,0.7354619999099999,5.51,0,0,0
4136,"Sausage, Spinach, and Feta Frittata",Breakfast foods,1,1,214.06411953027,2.32634541609,17.198819579069998,12.734387913510005,7.100059998240001,0.86,0,0,0
4137,Corned Beef Hash Cakes,Breakfast foods,1,1,133.74167200625,10.18374727375,7.44126596125,6.261998996875,2.0660025887499995,1.26,0,0,0
4138,Simple Meat Scramble,Breakfast foods,1,1,384.17588,7.806499999999999,26.01366,29.59264000000001,7.302079999999999,0.78,0,0,0
4139,Scottish Porridge,Breakfast foods,1,1,137.43599832177,29.39680333086,1.38664166655,5.11076499957,0.3961833333,0.26,0,0,0
4140,"Bacon and Egg Scramble with Bell Peppers, Mushrooms, and Onions",Breakfast foods,1,1,166.8576,8.8433,10.2567,10.3522,3.3998,1.38,0,0,0
4141,Poached Eggs with Bacon and Tomatoes,Breakfast foods,1,1,195.870675,7.7327249999999985,14.089075,10.160149999999998,4.629625,2.08,0,0,0
4142,Savory Crêpes,Breakfast foods,1,1,290.1424166289,18.77090833089,15.185741664689994,18.54043333092,6.837424999109999,0.16,0,0,0
4143,Mushroom Egg White Omelet,Breakfast foods,0,1,71.53328,3.5890400000000002,0.67184,13.11856,0.05304,1.28,0,0,0
4144,Egg White Frittata,Breakfast foods,1,1,340.1354100000001,13.7760125,22.19259000000001,22.1548475,7.510757499999999,2.28,0,0,0
4145,Turkey and Cheese Omelet,Breakfast foods,1,1,383.166716,9.689964,17.27668,45.294948,7.211136,1.35,0,0,0
4146,Strawberry Tofu Smoothie,Breakfast foods,1,1,215.209545,23.64717000000001,7.155044999999999,15.020519999999998,0.81192,1.84,0,0,0
4147,Egg Burrito,Breakfast foods,1,1,474.2008,30.00800000000001,27.404,26.1888,11.1352,1.3,0,0,0
4148,Coconut Flour Protein Waffles,Breakfast foods,1,1,467.09507700000006,13.201758000000002,39.2887935,15.628108500000002,29.19155850000001,0.55,0,0,0
4149,Basic Egg White Omelet,Breakfast foods,1,1,170.70011999999997,1.04157,11.736,14.5233,7.290989999999999,0.65,0,0,0
4150,Egg White Spinach Omelet,Breakfast foods,1,1,184.00327,2.87925,12.01607,15.912655,7.4092699999999985,0.97,0,0,0
4151,Parsley and Tomato Scramble,Breakfast foods,1,1,300.3333075000001,18.387225,17.713890000000006,17.454915000000003,4.35078,2.05,0,0,0
4152,"Apple Granola ""Cookies""",Breakfast foods,1,1,145.648048,16.347296,8.285872,3.946544,1.430856,10.61,0,0,0
4153,Scrambled Eggs with Sausage and Feta,Breakfast foods,1,1,147.88732,2.6884200000000003,8.876629999999997,13.6843,3.633,1.22,0,0,0
4154,Keto Pancakes Recipe,Breakfast foods,1,1,383.8387,11.78065,30.31735,17.637025,15.430275,1.32,0,0,0
4155,Fried Irish Cabbage with Bacon,Breakfast foods,1,1,356.0188500639,7.651526668039999,32.57470333918,8.67296833489,10.771566668599998,2.36,0,0,0
4156,Oatmeal and Apples,Breakfast foods,1,1,270.37424,57.266119999999994,3.907680000000002,6.5128,0.2326000000000001,4.94,0,0,0
4157,Protein Pancakes,Breakfast foods,1,1,136.947517138854,17.984685713759998,2.502217142784,10.468259999694,0.322551428562,1.07,0,0,0
4158,Baked Eggs in Ham,Breakfast foods,1,1,136.16034125000002,1.1297774999999999,7.199562500000001,16.204553750000002,2.11556375,0.21,0,0,0
4159,Scrambled Eggs with Bacon and Mushrooms,Breakfast foods,1,1,264.96225,1.953,20.2545,17.5455,6.7094999999999985,0.75,0,0,0
4160,Chocolate Covered Berry Smoothie,Breakfast foods,0,1,317.9088,62.77095,7.70715,4.14315,5.39055,8.37,0,0,0
4161,Spinach and Mushroom Eggs ,Breakfast foods,1,1,293.68300000000005,9.387300000000002,19.5286,22.9593,5.0141,0.89,0,0,0
4162,Keto Blackberry Chia Pudding,Breakfast foods,1,1,247.01315625,14.612456249999996,20.0174625,4.836824999999998,13.286699999999998,2.77,0,0,0
4163,Ground Beef Omelet,Breakfast foods,1,1,447.10572,3.7929675000000014,33.2594225,31.3500375,13.21088,0.62,0,0,0
4164,Blackberry Chocolate Shake,Breakfast foods,1,1,154.34789330912,9.200528331889998,14.512611664389999,1.5086316664299997,12.21779166475,1.94,0,0,0
4165,Maple Berry Chia Overnight Oats,Breakfast foods,1,1,458.28932662766,75.85937666021,15.665333332000001,11.86648999899,2.38896333313,6.04,0,0,0
4166,Chocolate Overnight Oats,Breakfast foods,1,1,347.842134,41.900444,6.23373,34.71332,0.7822720000000001,2.34,0,0,0
4167,Turkey and Spinach Omelet,Breakfast foods,1,1,290.70976,8.4216,17.21104,25.40032,7.1825600000000005,1.97,0,0,0
4168,"Spinach, Pepper, and Tomato Scramble on Toast",Breakfast foods,1,1,306.7005200000001,31.96090000000001,11.01565,20.169500000000006,3.22712,2.3,0,0,0
4169,Vegan/GF Pancakes,Breakfast foods,1,1,102.940335,21.547214999999998,1.47906,2.53233,0.190485,3.22,0,0,0
4170,"Eggs, Cheese, Turkey Sausage Omelet",Breakfast foods,1,1,368.2565,2.3067,24.5116,32.4569,9.1336,0.41,0,0,0
4171,Skinny Mini Banana Muffins,Breakfast foods,1,1,150.945299992179,29.104399998492,2.759899999857,3.3646333331590004,0.43746666664399997,16.64,0,0,0
4172,Maple Walnut Protein Muffin,Breakfast foods,1,1,175.76435292652096,13.567440834094,7.188008750402999,16.0526250009,2.2235858334580003,7.97,0,0,0
4173,Tofu Eggs,Breakfast foods,1,1,169.49304899999996,3.4256430000000004,13.550013,11.539008,1.567197,0.46,0,0,0
4174,Strawberries and Cream Smoothie ,Breakfast foods,1,1,545.1240799999998,58.61416000000001,35.874840000000006,7.187360000000001,4.956800000000001,4.17,0,0,0
4175,Rosemary Potato Egg Bake,Breakfast foods,0,1,203.56296625,21.842065,9.05248375,9.08876625,4.20877,1.21,0,0,0
4176,Strawberry Banana Greek Yogurt with Honey,Breakfast foods,1,1,284.36763731869996,60.0435008415,1.2938666848,13.949500195499999,0.2830333373,10.59,0,0,0
4177,Fluffy Cottage Cheese Pancakes,Breakfast foods,1,1,228.05273339431,21.118533338980004,10.983133336270003,12.130066669910002,2.6304666673700003,5.16,0,0,0
4178,Breakfast Burrito,Breakfast foods,1,1,612.82416,80.11692,18.565105,30.160975,6.383585,0.9,0,0,0
4179,Tofu Scramble with Sweet Potato & Greens,Breakfast foods,1,1,312.63145500000013,26.020395000000004,20.5235175,8.452485000000001,12.761595000000002,2.85,0,0,0
4180,Bacon Weave Open Sandwich,Breakfast foods,1,1,326.7216,1.1448,27.9396,16.8048,11.577600000000002,0.55,0,0,0
4181,Ackee Fritters,Breakfast foods,1,1,458.87528964288003,15.503337146880002,42.61949596344001,4.7420245250400015,4.59521262024,1.72,0,0,0
4182,Banana Protein Pancakes,Breakfast foods,1,1,178.2611347407,16.894923088800002,3.3155192331,21.764250015300004,0.8425576929,6.67,0,0,0
4183,Cinnamon-Peach Cottage Cheese Pancake,Breakfast foods,1,1,210.84412254741002,20.88725083803,8.7462583353,12.941497502910002,4.180415000939998,3.95,0,0,0
4184,Spinach and Pear Omelet,Breakfast foods,1,1,453.91372,31.54996,28.35612,22.18424,16.573439999999998,4.24,0,0,0
